particle_id,z_0,z_1
particle_0000_00,-2.664450,0.928133
particle_0000_01,-2.165019,-1.903392
particle_0000_02,-2.356411,-0.957333
particle_0000_00,-1.954600,-1.489094
particle_0000_01,-1.694621,-1.895583
particle_0000_02,-1.222621,-2.086437
particle_0000_00,-0.872919,0.194178
particle_0000_01,-1.087219,-0.452010
particle_0000_02,-1.950673,-1.329934
